基金代码,基金名称,一级分类,二级分类,3月评分,6月评分,1年评分,2年评分,3年评分,5年评分,7年评分,10年评分
160916,大成优选混合(LOF)A,混合型,混合型-偏股,97.3662,96.7497,95.2244,94.5469,92.1601,89.6420,84.42876596945494,75.40408386208547
002385,博时沪深300指数C,指数型,指数型-股票,90.9673,93.7276,95.2244,94.0923,92.2131,88.3365,82.94266602247266,74.7190754818628
502006,易方达中证国企改革(LOF)A,指数型,指数型-股票,89.9542,93.1791,95.2222,92.1722,90.9840,88.0322,83.50849138889363,73.98988387405723
001741,广发百发大数据精选混合A,混合型,混合型-灵活,94.9330,94.6247,95.2207,92.5248,91.3787,88.4339,82.16888500282191,74.98791601819705
360016,光大行业轮动混合,混合型,混合型-偏股,98.8208,97.4687,95.2147,92.1127,91.3992,90.2480,85.78937635751056,76.70765742846882
340007,兴全社会责任混合,混合型,混合型-偏股,95.8862,96.4638,95.2143,95.5615,92.4286,90.2331,84.54148210223873,73.98546929246977
168203,国联国证钢铁行业指数(LOF)A,指数型,指数型-股票,90.1697,92.7706,95.2094,92.0113,92.2774,88.1323,83.59517966171265,76.55696306716149
001742,广发百发大数据精选混合E,混合型,混合型-灵活,94.9494,94.5656,95.2053,92.5079,91.3378,88.4068,82.13542824648117,74.92876810726685
165310,建信沪深300指数增强(LOF)A,指数型,指数型-股票,93.2225,94.0463,95.1874,94.1583,91.8875,88.1336,83.16922063929128,74.54148210223872
690007,民生加银景气行业混合A,混合型,混合型-偏股,96.6120,93.2300,95.1844,94.5622,92.5483,90.6970,83.37674873013972,75.64819525918831
002124,广发新兴产业混合A,混合型,混合型-灵活,96.5132,96.4601,95.1802,93.4550,91.8295,90.0682,84.89555719929537,75.78987339877888
001043,工银美丽城镇股票A,股票型,股票型,97.3348,95.8032,95.1750,94.9752,93.1239,91.3451,84.72031006823896,75.65085149048247
310318,申万菱信沪深300指数增强A,指数型,指数型-股票,89.4514,93.2614,95.1743,93.3910,91.8489,89.0209,83.57054137948727,75.540374715671
270008,广发核心精选混合,混合型,混合型-偏股,97.8211,94.3950,95.1735,91.8891,90.8111,89.0994,84.4465632535787,77.26905752424278
160716,嘉实基本面50指数(LOF)A,指数型,指数型-股票,89.6250,93.3310,95.1694,94.2231,92.4882,88.4693,83.38139847103693,76.71199718663954
002236,大成360互联网+大数据100A,指数型,指数型-股票,98.6666,97.5226,95.1668,92.2765,91.3210,88.1364,86.55236142703221,82.48469861127738
217017,招商上证消费80ETF联接A,指数型,指数型-股票,91.6422,93.8525,95.1653,94.5532,92.5505,90.5471,84.97540447401276,73.31830629713876
050012,博时策略混合,混合型,混合型-灵活,95.4477,94.7885,95.1638,92.7840,90.8801,88.0156,83.06468163705084,74.09912606249252
519066,汇添富蓝筹稳健混合A,混合型,混合型-灵活,95.5959,96.2588,95.1481,94.4113,92.3211,89.2079,83.10807921875802,73.44689033880043
000652,博时裕隆灵活配置混合A,混合型,混合型-灵活,97.8690,96.8507,95.1447,92.9788,91.9147,89.5954,84.57680944399787,77.04578444870107
530018,建信深证100指数增强,指数型,指数型-股票,95.0766,95.0093,95.1410,94.4685,92.0367,88.9698,84.57253382018436,75.24504668981204
502000,西部利得中证500指数增强(LOF)A,指数型,指数型-股票,96.2813,95.8540,95.1279,92.1879,90.8960,88.7469,85.15134639393888,77.37553124625883
002214,中海沪港深价值优选混合A,混合型,混合型-灵活,94.5095,96.0112,95.1178,93.3779,91.6604,88.9863,83.10444493851652,74.65270711121752
000056,建信消费升级混合,混合型,混合型-灵活,95.4448,95.8361,95.1118,93.1806,91.0500,88.6937,84.04812855945683,72.34496588052197
000979,景顺长城沪港深精选股票A,股票型,股票型,93.0160,94.8709,95.1099,93.3757,92.0922,88.8980,84.50294804261942,80.4602762480546
233006,大摩领先优势混合,混合型,混合型-偏股,97.6909,97.0041,95.1073,93.2552,91.2314,88.7893,86.15761445844949,77.11593140189153
000083,汇添富消费行业混合,混合型,混合型-偏股,96.1406,95.2786,95.0976,94.7444,93.4876,91.4820,86.81900001710251,74.62577068119239
000458,英大领先回报A,混合型,混合型-灵活,93.2375,94.6112,95.0890,93.3005,91.6861,87.8336,85.3004587744352,76.83523135400455
050021,博时创业板ETF联接A,指数型,指数型-股票,90.7354,93.2809,95.0860,93.7625,91.7713,89.6563,85.50814720117664,76.98210972105831
001277,博时国企改革股票A,股票型,股票型,94.2625,95.3243,95.0845,91.6123,90.0992,86.8277,80.84926715807838,73.08930923021668
001736,圆信永丰优加生活,股票型,股票型,95.8952,96.2311,95.0819,94.1264,91.8374,90.6326,86.65807622582135,77.47298874655812
202019,南方策略优化混合,混合型,混合型-偏股,96.6614,97.3168,95.0804,91.2803,89.6722,87.7152,82.30415505122197,75.9429246977134
161907,万家中证红利ETF联接A,指数型,指数型-股票,90.1113,93.5210,95.0766,93.2530,92.0156,87.8303,84.33080073882779,74.0798216209745
070017,嘉实量化阿尔法混合,混合型,混合型-偏股,98.6053,97.6214,95.0725,91.8512,90.0484,87.6038,82.65881804655298,73.8458113851311
000991,工银战略转型股票A,股票型,股票型,96.1436,96.5566,95.0714,95.4921,93.1165,92.0594,86.3789848813942,76.04887465581228
002082,华泰柏瑞激励动力混合C,混合型,混合型-灵活,97.0265,95.6318,95.0706,94.5899,92.7588,91.2038,84.61486249593816,74.2409164372082
001717,工银前沿医疗股票A,股票型,股票型,96.5402,96.8006,95.0706,95.1322,93.1318,92.3475,87.11850746523918,77.13998713037232
481013,工银消费服务混合A,混合型,混合型-偏股,95.1470,94.7915,95.0676,92.7507,91.3966,89.7101,84.96257760257221,75.89021160062254
519116,浦银安盛沪深300指数增强A,指数型,指数型-股票,90.4421,93.6445,95.0669,93.9279,92.4896,88.3630,81.74843084606043,74.06597928887825
000547,建信健康民生混合A,混合型,混合型-偏股,96.3022,94.4541,95.0650,91.9181,90.7889,90.3293,87.10546681260796,77.01776307913325
233001,大摩基础行业混合,混合型,混合型-灵活,97.8840,97.2585,95.0624,92.5871,91.0167,88.4429,82.67966171264388,73.87764874895247
240014,华宝中证A100ETF联接A,指数型,指数型-股票,89.7327,93.0482,95.0418,94.3875,92.8384,89.5440,83.72344837611809,74.45704387645158
001039,嘉实先进制造股票,股票型,股票型,96.0882,96.5589,95.0373,93.1475,91.0746,90.4881,86.74145089018488,78.74992517658326
000127,农银行业领先混合,混合型,混合型-偏股,97.5727,96.2184,95.0340,94.3299,92.1263,89.8518,83.36274606215046,74.03582545193343
161026,富国中证国有企业改革指数(LOF)A,指数型,指数型-股票,90.0215,93.0706,95.0314,91.9896,90.5766,86.8856,82.71664585863077,73.63555758410152
160634,鹏华中证环保产业指数(LOF)A,指数型,指数型-股票,95.7755,95.9408,95.0138,91.8371,89.4238,86.6926,83.5376190761232,74.08640608164731
310358,申万菱信新经济混合A,混合型,混合型-灵活,96.0897,93.7059,95.0119,94.1092,91.7719,88.7079,87.01968710984933,79.45386388124027
040007,华安中小盘成长混合,混合型,混合型-偏股,93.1611,94.0396,95.0097,91.6824,90.4237,88.6125,85.35278172085307,77.40377708607686
202021,南方小康ETF联接A,指数型,指数型-股票,89.1012,92.8424,95.0048,92.6258,91.2212,87.9333,83.49176301072326,75.9246677840297
160627,鹏华策略优选灵活配置混合,混合型,混合型-灵活,96.7437,96.4601,94.9943,92.9825,91.0100,90.8526,84.6373095209591,76.62830719501974
001208,诺安低碳经济股票A,股票型,股票型,96.6913,96.4436,94.9936,95.2843,93.1946,90.3052,87.2882497306357,78.68157398539446
000117,广发轮动配置混合,混合型,混合型-偏股,97.7882,94.2356,94.9894,91.8151,91.3288,90.1062,85.19698867814814,74.48128666347421
450001,国富中国收益混合A,混合型,混合型-平衡,95.4612,94.2341,94.9842,92.5332,90.9103,88.5963,83.76369268526278,73.40330569855142
090013,大成竞争优势混合A,混合型,混合型-偏股,97.5967,97.0609,94.9835,94.1825,91.7950,87.9872,85.02313112483111,76.93051897521848
163807,中银优选灵活配置混合A,混合型,混合型-灵活,96.9697,93.2524,94.9805,93.6260,91.2015,89.7158,83.14789596552137,75.97955076020591
160615,鹏华沪深300ETF联接(LOF)A,指数型,指数型-股票,89.8330,93.2240,94.9749,93.9083,92.1555,88.7975,81.75911990559423,73.16510535137077
001037,国投瑞银锐意改革混合A,混合型,混合型-灵活,96.5072,96.1773,94.9749,92.1033,89.9598,88.8140,81.62919438696106,77.17956871782593
110025,易方达资源行业混合,混合型,混合型-偏股,91.0721,93.8585,94.9741,93.0405,90.2600,87.3819,83.80158540131005,79.45427541003232
000824,圆信永丰双利A,混合型,混合型-灵活,96.8260,96.3703,94.9734,92.7663,91.1619,87.9066,83.14794941081904,75.35002394349335
540007,汇丰晋信中小盘股票,股票型,股票型,97.0280,96.6442,94.9726,91.6071,90.7847,89.0465,85.67088813257854,79.99195648270083
165511,中信保诚中证500指数(LOF)A,指数型,指数型-股票,95.7126,96.1623,94.9651,91.8766,89.9878,86.9741,84.31722563321989,76.5017059739016
240008,华宝收益增长混合A,混合型,混合型-灵活,92.5341,94.1593,94.9633,91.2135,89.9959,88.4705,85.09827521335363,75.16307763677722
530019,建信社会责任混合A,混合型,混合型-偏股,95.5480,95.0669,94.9629,92.2275,90.3674,88.0335,81.95761574113662,77.68530019154795
519908,华夏兴华混合A,混合型,混合型-灵活,91.4686,93.0758,94.9621,91.3429,90.0078,88.0161,84.88016495356672,76.77817849874296
690008,民生中证内地资源主题指数A,指数型,指数型-股票,94.1024,92.8454,94.9591,92.3570,90.1686,87.7465,84.91608019360025,79.60223871662876
000176,嘉实沪深300指数研究增强A,指数型,指数型-股票,93.4589,94.6007,94.9468,93.9956,92.4773,89.0963,82.89990978433754,74.13956811923859
040011,华安核心优选混合A,混合型,混合型-偏股,90.1128,93.5158,94.9423,93.5321,92.2416,88.9199,85.54897940859571,75.06255237639172
002315,创金合信沪深300指数增强C,指数型,指数型-股票,90.2176,93.4919,94.9360,93.0049,91.5284,89.0539,83.81735176412238,75.24938644798276
288002,华夏收入混合,混合型,混合型-偏股,94.4930,95.3931,94.9341,92.5835,90.9065,87.7899,83.84396752236151,75.89140877529032
000410,益民服务领先混合A,混合型,混合型-灵活,95.2008,94.8207,94.9277,92.6282,91.6099,89.1023,84.7503463255289,73.71808781276188
257030,国联安优势混合,混合型,混合型-偏股,98.0725,96.7220,94.9266,91.7756,90.7503,87.9281,83.94439123668143,75.26057254878486
519003,海富通收益增长混合,混合型,混合型-灵活,94.9883,95.6243,94.9113,92.1942,90.8409,90.1300,85.49029647175523,77.96405483059979
519672,银河蓝筹混合A,混合型,混合型-偏股,97.0026,93.4425,94.8862,93.5409,92.0742,90.7186,86.20079825896597,76.13686699389442
202212,南方平衡配置混合,混合型,混合型-灵活,95.0976,94.7773,94.8720,91.0506,90.0792,88.6770,83.7027650459202,77.5285077217766
001144,大成互联网思维混合A,混合型,混合型-灵活,96.9562,95.1223,94.8716,93.5368,92.0358,89.5669,84.84136366745908,77.19213905183766
001643,汇丰晋信智造先锋股票A,股票型,股票型,97.2285,95.0714,94.8712,91.8742,90.7704,90.0342,87.07281173573224,77.14047348258111
002553,博时创业成长混合C,混合型,混合型-偏股,98.8447,95.2337,94.8656,92.8789,90.4292,88.3572,82.54481922662517,74.46085987070514
001705,泓德战略转型股票,股票型,股票型,97.7044,95.0048,94.8641,91.4907,90.2766,88.7221,84.06790331959432,74.49277205794326
001959,华商乐享互联灵活配置混合A,混合型,混合型-灵活,98.9106,97.1313,94.8611,90.7120,90.1456,89.9015,87.34800157342956,80.3441877169879
162714,广发深证100ETF联接A,指数型,指数型-股票,94.0949,95.2337,94.8551,94.2500,92.0576,88.9029,84.03359143849089,74.30245869747395
233015,大摩量化配置混合A,混合型,混合型-偏股,94.1383,94.5379,94.8492,91.3811,89.7814,87.2609,81.6586961912743,71.58363761522807
001154,华银平安中国主题灵活配置,混合型,混合型-灵活,95.7066,95.5113,94.8432,90.7509,89.8961,87.6630,83.38984282806861,75.61070872740332
001222,鹏华外延成长混合,混合型,混合型-灵活,96.0329,95.3490,94.8379,93.6473,92.6112,91.2881,85.62893357390843,74.88956063689692
502023,鹏华国证钢铁行业指数(LOF)A,指数型,指数型-股票,90.2954,92.2049,94.8349,91.9086,90.8074,88.7468,83.92680773374835,76.7704716868191
050014,博时创业成长混合A,混合型,混合型-偏股,98.8328,95.2270,94.8290,92.8779,90.4495,88.4188,82.6629333344735,74.6681581467736
000136,民生加银策略精选混合A,混合型,混合型-灵活,97.6954,96.5117,94.8271,92.7866,90.7007,90.0203,84.61021275504096,76.25864210463307
001102,前海开源国家比较优势混合A,混合型,混合型-灵活,93.3452,95.1537,94.8256,94.3862,92.8132,91.7773,86.3696853995998,74.83235813480186
320010,诺安中证A100指数A,指数型,指数型-股票,89.4349,92.9629,94.8233,94.3955,92.8458,89.8644,84.61993979921671,75.98205734466659
002310,创金合信沪深300指数增强A,指数型,指数型-股票,90.2625,93.5158,94.8151,92.9681,91.4875,89.0438,83.82307041097296,75.28073745959536
161723,招商中证银行指数A,指数型,指数型-股票,93.2300,94.8574,94.8140,93.5515,91.7486,88.8325,82.35669177883052,78.54416078055789
001449,华商双驱优选混合,混合型,混合型-灵活,97.8885,96.5357,94.8084,91.7320,91.1582,88.2607,85.72727292161926,79.21802047168681
001371,富国沪港深价值混合A,混合型,混合型-灵活,93.3362,95.2450,94.8065,93.3555,90.9627,88.7786,81.85409219955191,74.52266401292948
200015,长城优化升级混合A,混合型,混合型-偏股,98.7235,94.3321,94.8058,92.5734,91.3525,90.0915,86.76443236818251,79.44484765952352
000825,圆信永丰双利C,混合型,混合型-灵活,96.7721,96.2558,94.8054,92.6580,91.0375,87.7779,83.00738827794976,74.94204926373757
001827,富国研究优选沪港深灵活配置混合A,混合型,混合型-灵活,97.1358,95.9371,94.7983,93.3998,91.1925,89.1520,84.85258717996956,75.47232281814917
519068,汇添富成长焦点混合,混合型,混合型-偏股,95.0212,95.5480,94.7923,93.4144,91.7375,89.1868,82.91118674214567,72.42865587214175
200002,长城久泰沪深300指数A,指数型,指数型-股票,89.9826,93.2120,94.7889,93.7034,92.1781,88.7320,82.05648954182415,74.34697863043218
002021,华夏回报二号混合,混合型,混合型-平衡,94.5933,94.5386,94.7885,93.1596,91.4318,87.6647,80.94792717757521,71.45699898240153
519100,长盛中证A100指数,指数型,指数型-股票,89.5502,93.0758,94.7882,94.1305,92.5745,88.9148,83.74648329941338,74.6230396264815
000975,MSCI中国A股国际通联接A,指数型,指数型-股票,91.0825,93.3826,94.7687,93.0517,91.4003,87.5726,83.24115800995365,74.7259218244942
160638,鹏华中证一带一路主题指数(LOF)A,指数型,指数型-股票,89.8659,91.8121,94.7665,90.1590,90.9244,88.2361,84.69674069196695,79.0571875374117
180031,银华中小盘混合,混合型,混合型-偏股,97.6610,96.6225,94.7605,93.0371,91.5299,88.5475,84.91517162353988,76.51435113133006
688888,浙商聚潮产业成长混合A,混合型,混合型-偏股,95.7740,95.9715,94.7541,91.1125,89.5805,87.9178,84.86268834122897,75.23030647671496
202015,南方沪深300ETF联接A,指数型,指数型-股票,90.1128,93.2090,94.7519,93.7077,92.1489,88.5421,83.45034290502984,73.54752783431103
001040,新华策略精选股票A,股票型,股票型,95.0123,95.9969,94.7466,92.3224,91.8055,90.3950,84.74446734278531,79.19426403687298
260108,景顺长城新兴成长混合A,混合型,混合型-偏股,95.9386,95.5473,94.7440,94.0818,93.2121,90.5396,86.05029630073027,74.3349320603376
001644,汇丰晋信智造先锋股票C,股票型,股票型,97.1627,94.9135,94.7399,91.7423,90.6521,89.9469,86.96544013271536,76.99980545911649
001272,兴业聚利灵活配置混合A,混合型,混合型-灵活,94.4780,95.0340,94.7332,91.9252,90.4372,88.7937,83.4634904482564,76.43238207829522
000867,华宝品质生活股票,股票型,股票型,94.5095,95.1978,94.7317,93.5663,91.8159,90.3208,86.45204460330763,73.76515174188914
450008,国富沪深300指数增强A,指数型,指数型-股票,89.8135,92.9786,94.7283,91.8714,90.8033,88.7937,83.37877965145115,75.25608314378067
161227,国投瑞银深证100指数,指数型,指数型-股票,94.3448,95.2255,94.7279,93.6546,91.6046,88.8780,84.51684382001335,74.83377977971986
660006,农银大盘蓝筹混合,混合型,混合型-偏股,93.7642,93.6737,94.7160,93.5802,91.1930,88.1564,82.53722999435618,72.39663144977852
519673,银河康乐股票A,股票型,股票型,97.4156,96.8297,94.7081,92.8349,91.6644,91.0841,85.60798301722221,77.62035346582067
001050,汇添富中证500指数增强A,指数型,指数型-股票,97.0011,96.8477,94.7040,92.2810,90.7909,88.4818,83.84754835730533,77.07634981443792
213010,宝盈中证A100指数增强A,指数型,指数型-股票,90.3343,92.7953,94.7010,94.3529,92.8032,90.0660,83.56407449846934,75.2624057224949
040002,华安中国A股增强指数,指数型,指数型-股票,92.8214,93.9670,94.6931,93.0063,91.3449,87.3813,83.23998221340493,73.46155572848079
000308,建信创新中国混合,混合型,混合型-偏股,97.5248,96.4399,94.6823,92.1434,91.0723,88.6877,85.64357758546973,78.28934963486174
001682,新华鑫回报混合,混合型,混合型-灵活,92.1765,94.7100,94.6819,91.1961,89.9742,87.4502,82.18342212378786,73.70645277145935
001718,工银物流产业股票A,股票型,股票型,95.9431,92.8080,94.6789,93.3125,91.9729,90.9675,87.1353427340049,79.49086406081648
240005,华宝多策略增长A,混合型,混合型-偏股,92.5162,93.9640,94.6744,91.0330,89.7292,87.5492,82.26898804535583,73.9980396264815
000566,华泰柏瑞创新升级混合A,混合型,混合型-灵活,96.9741,96.3501,94.6744,94.5304,92.0796,89.3243,84.82597142173043,74.363926134323
000587,大成灵活配置混合A,混合型,混合型-灵活,95.0003,95.8630,94.6741,93.0957,91.0485,88.9693,85.66399368917925,76.76220369926972
519704,交银先进制造混合A,混合型,混合型-偏股,98.1354,96.8709,94.6707,92.1817,90.3758,89.7248,85.7380688717484,78.8586436011014
165515,中信保诚沪深300指数(LOF)A,指数型,指数型-股票,89.9288,93.2203,94.6703,93.3480,91.7684,88.1526,83.61415274238512,74.72468723811804
570001,诺德价值优势混合,混合型,混合型-偏股,95.1021,95.4747,94.6666,94.4851,92.5992,90.6463,85.82486403516273,77.33228331138513
370027,摩根智选30混合A,混合型,混合型-偏股,97.1866,95.0527,94.6640,93.8505,91.7331,90.2519,83.902971130988,76.58711690410631
100038,富国沪深300指数增强A,指数型,指数型-股票,90.2131,93.0893,94.6587,94.1976,92.5428,88.5398,82.4984821535462,74.54200586615588
000878,中海医药健康产业精选混合A,混合型,混合型-灵活,95.5959,95.9595,94.6569,94.6267,93.3402,89.7905,84.7246925826478,75.4881853824973
255010,国联安稳健混合A,混合型,混合型-灵活,97.6865,96.2311,94.6509,92.0538,90.6316,87.6172,83.34906406594722,75.91220968514307
020011,国泰沪深300指数A,指数型,指数型-股票,89.9243,93.1522,94.6501,93.5470,92.0061,88.0265,83.28166954558671,74.7347509876691
320022,诺安研究精选股票A,股票型,股票型,96.1092,96.0089,94.6494,92.3154,91.6975,90.4949,86.28518838398521,78.39458877050161
519697,交银优势行业混合,混合型,混合型-灵活,96.7497,96.8978,94.6468,93.9311,92.7292,89.1237,85.31430110653143,73.519281994493
161607,融通巨潮100指数A(LOF),指数型,指数型-股票,89.5726,92.7010,94.6423,93.5725,92.3327,88.0666,82.67319483162593,74.68031695199329
110021,易方达上证中盘ETF联接A,指数型,指数型-股票,89.6519,92.9808,94.6382,92.0668,90.6511,87.3731,83.43789015067298,75.37913025260386
110019,易方达深证100ETF联接A,指数型,指数型-股票,94.1338,95.1230,94.6344,93.9010,91.7229,88.8616,84.4152443091447,74.76879564228422
162509,国联安中证A100指数(LOF),指数型,指数型-股票,89.8943,92.9681,94.6288,93.9500,92.3701,87.7782,82.72407475500675,73.72976026577278
000523,国投瑞银医疗保健混合A,混合型,混合型-灵活,97.6461,97.4373,94.6277,92.0169,90.9086,88.4776,84.30525388654205,76.58461031964563
000711,嘉实医疗保健股票,股票型,股票型,95.3011,96.0014,94.6153,94.2042,92.5791,91.4091,86.41308298130697,77.326783790255
762001,国金国鑫发起A,混合型,混合型-灵活,94.3374,94.4279,94.6045,91.6529,89.9678,87.1235,83.23976843221426,73.61213785466299
162202,宏利周期混合,混合型,混合型-偏股,98.7909,94.2012,94.6030,91.8549,90.5095,89.1009,86.24483718424518,78.29563480186759
410008,华富中证A100ETF联接A,指数型,指数型-股票,89.3661,92.9494,94.6000,94.3836,92.8808,90.1594,83.72922046826632,74.49782263857297
110005,易方达积极成长混合,混合型,混合型-偏股,97.3093,94.7788,94.6000,93.0440,91.1109,87.3163,83.79859246464059,78.123578355082
000368,汇添富沪深300安中指数A,指数型,指数型-股票,89.8225,92.5798,94.5925,93.3574,91.5604,88.7086,84.34758256229584,75.94483269484019
270050,广发新经济混合A,混合型,混合型-偏股,97.2211,93.9041,94.5884,94.4967,92.3352,91.2283,85.70797916916078,73.40783251526398
165519,中信保诚中证800医药指数(LOF)A,指数型,指数型-股票,93.9049,95.4448,94.5862,94.0362,92.1617,89.7529,83.87726394280925,74.59943283850114
160624,鹏华消费领先混合,混合型,混合型-灵活,97.4096,95.1013,94.5843,93.1595,91.6324,90.6726,86.437293701151,75.59080569855142
002001,华夏回报混合A,混合型,混合型-灵活,94.4421,94.3875,94.5832,93.2964,91.5734,87.7982,81.0241401720511,71.47783730396264
000994,建信睿盈灵活配置混合A,混合型,混合型-灵活,94.9719,93.5323,94.5820,91.8760,90.2005,87.5447,83.46878153272563,76.0170372919909
000646,华润元大量化优选混合A,混合型,混合型-偏股,95.7979,96.3426,94.5817,93.2066,90.9309,88.4579,83.71056805937987,77.26404435532143
519997,长信银利精选混合A,混合型,混合型-偏股,89.8958,92.4316,94.5764,93.3884,91.5305,89.2850,83.682295496913,75.38126271998085
540003,汇丰晋信动态策略混合A,混合型,混合型-灵活,96.4219,94.2985,94.5719,93.4150,91.8506,90.1826,87.27194891484667,76.6594711480905
000977,长城环保主题混合A,混合型,混合型-灵活,96.9113,95.3407,94.5674,91.8252,90.6864,90.3279,85.68521147235381,76.39347390159224
270010,广发沪深300ETF联接A,指数型,指数型-股票,90.2311,93.1095,94.5656,93.5098,91.9726,88.1029,83.00498323955466,73.49926673051598
161032,富国中证煤炭指数(LOF)A,指数型,指数型-股票,92.6404,95.4672,94.5645,91.7361,90.2372,87.5856,85.47538523370561,77.04608374236801
690009,民生加银红利回报混合,混合型,混合型-灵活,97.5308,96.1241,94.5633,93.3714,91.0418,89.6158,82.72781592584359,74.47638572967796
000742,国泰新经济灵活配置混合A,混合型,混合型-灵活,98.1339,95.1470,94.5630,94.0824,91.7851,88.7695,84.31487404012246,76.83747605650665
240016,华宝上证180价值ETF联接A,指数型,指数型-股票,88.9950,92.8027,94.5570,93.7846,92.0887,88.6153,83.14287210754048,77.1522581707171
000879,中海医药健康产业精选混合C,混合型,混合型-灵活,95.4223,95.8278,94.5499,94.5166,93.2670,89.5984,84.49958098886627,75.16607057344666
001607,英大策略优选A,混合型,混合型-灵活,94.2595,94.4279,94.5491,92.5768,90.9542,89.3029,85.89306023498828,77.26105141865199
001215,博时沪港深优质企业基金A,混合型,混合型-灵活,92.4084,93.4365,94.5469,93.5977,92.5467,90.0541,84.87792025106464,76.8702861247456
001558,天弘医疗健康混合A,混合型,混合型-偏股,93.1522,94.3972,94.5461,93.1073,91.9194,90.7440,84.96941860067385,76.02814856937627
162307,海富通中证A100指数(LOF)A,指数型,指数型-股票,89.6220,92.7638,94.5443,93.9763,92.6083,89.2471,83.48251697422654,74.19157039387046
001056,华银健康生活主题灵活配置,混合型,混合型-灵活,96.9038,96.7789,94.5439,91.1761,89.6520,87.4022,84.77765687263772,77.34870705135879
377010,摩根阿尔法混合A,混合型,混合型-偏股,93.6445,95.1844,94.5435,92.5996,90.4337,89.1552,84.40327256246687,77.47504639051837
519694,交银蓝筹混合,混合型,混合型-偏股,92.8289,93.2696,94.5435,93.7085,92.2833,88.3135,84.06993424090574,74.31910690769783
200008,长城品牌优选混合A,混合型,混合型-偏股,91.9714,94.0268,94.5297,93.7457,91.9542,89.7259,85.26871226761985,73.41939273314976
164908,交银中证环境治理(LOF)A,指数型,指数型-股票,96.3426,97.0879,94.5297,90.3233,88.8282,85.6005,81.58349865745413,74.20642284209266
002210,创金合信量化多因子股票A,股票型,股票型,94.8028,96.2543,94.5244,91.5154,90.6673,87.8795,85.01356441654836,78.35534388842332
001064,广发中证环保ETF联接A,指数型,指数型-股票,95.6827,95.6872,94.5218,91.5094,89.5497,87.0041,83.55087350994509,73.99807703818988
000967,华泰柏瑞创新动力混合,混合型,混合型-灵活,96.8050,96.2020,94.5214,94.4204,92.6233,90.8148,86.7016875887192,77.94561085837424
110020,易方达沪深300ETF联接A,指数型,指数型-股票,89.6699,92.9801,94.4937,93.5122,91.9889,88.2353,83.1869110328197,74.64548665150247
165516,中信保诚周期轮动混合(LOF)A,混合型,混合型-偏股,95.4492,94.4548,94.4922,91.4670,90.0153,89.2589,86.20400497682611,78.14310726685024
660008,农银沪深300指数A,指数型,指数型-股票,89.8465,93.0339,94.4885,93.5306,91.9925,88.2004,83.10599485214892,74.29744552855261
160127,南方新兴消费增长股票(LOF)A,股票型,股票型,97.8511,96.6801,94.4840,93.8439,91.8926,89.4733,84.50770467411196,76.13207829522328
001651,工银新蓝筹股票A,股票型,股票型,90.9568,93.2547,94.4829,93.7002,91.8997,90.0881,84.52854834020283,76.1222764276308
001702,东方创新科技混合,混合型,混合型-灵活,98.3539,96.3516,94.4788,92.5538,90.3435,90.0137,87.1675168032016,80.20363192864839
164508,国富中证A100指数增强(LOF),指数型,指数型-股票,89.2419,92.1982,94.4788,94.3581,92.7573,89.4569,83.54804090916865,74.26875074823417
160610,鹏华动力增长混合(LOF),混合型,混合型-灵活,94.7908,94.0904,94.4758,91.5973,90.1593,88.6343,82.7883160028048,75.31422093858494
000312,华安沪深300增强A,指数型,指数型-股票,89.7671,93.0624,94.4750,92.7492,91.2082,88.4831,83.78245198474458,75.09087303962647
000835,华润元大富时中国A50指数A,指数型,指数型-股票,89.6534,92.7683,94.4724,94.2732,92.8092,90.2202,85.16289057823538,76.64656410870346
001884,中欧互通精选混合E,混合型,混合型-偏股,90.2071,93.2681,94.4720,93.4412,91.8471,88.5466,83.55167518941013,75.60363791452173
519993,长信增利动态策略混合,混合型,混合型-偏股,95.9999,96.8080,94.4668,91.2984,89.9348,86.9309,83.0731794393802,74.81967556566504
481009,工银沪深300指数A,指数型,指数型-股票,89.9333,92.9621,94.4664,93.2880,91.7437,87.3424,82.51371406338184,74.22610140069436
690005,民生加银内需增长混合,混合型,混合型-偏股,96.1675,93.1798,94.4653,93.6552,92.1806,89.4060,83.04602922816439,75.50341194780319
001518,万家瑞兴灵活配置混合A,混合型,混合型-灵活,92.7631,95.3333,94.4649,93.5300,93.3270,88.7023,83.05458047579143,75.19498982401532
001559,天弘医疗健康混合C,混合型,混合型-偏股,92.9890,94.3059,94.4649,93.0547,91.8713,90.6891,84.90047416668092,75.90906710164013
001838,国投瑞银国家安全混合A,混合型,混合型-灵活,97.7358,94.1473,94.4623,91.6686,90.3104,87.9439,84.80651733337893,78.23985394469052
000051,华夏沪深300ETF联接A,指数型,指数型-股票,89.9063,92.9142,94.4604,93.4977,91.9924,88.1212,83.04116570607651,74.51824943134203
001535,景顺长城改革机遇灵活配置A,混合型,混合型-灵活,92.3964,93.5113,94.4604,91.3972,90.1078,88.3818,84.0846316977647,77.07582605052077
000452,南方医药保健灵活配置混合A,混合型,混合型-灵活,94.6037,95.0040,94.4556,92.6645,90.6963,90.1268,85.00020309213114,77.49543577157907
180010,银华优质增长混合,混合型,混合型-偏股,96.5791,96.1481,94.4522,92.3068,90.3251,87.7480,82.38378854474868,72.56696695797918
